City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
671,Pingdingshan,CN,74.39,light rain,33.7385,113.3012,Chengfu Hotel
672,Malindi,KE,74.32,overcast clouds,-3.2175,40.1191,African House Resort
673,North Branch,US,79.09,clear sky,45.5113,-92.9802,AmericInn by Wyndham North Branch
674,Tayu,ID,82.85,overcast clouds,-6.5397,111.0518,Toko pakaian bu is Tayu
676,San Matias,BO,78.96,clear sky,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
677,Bom Jesus,BR,69.91,clear sky,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
678,Cayenne,GF,78.1,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
679,Methoni,GR,77.22,clear sky,36.8197,21.7049,Methoni Beach Hotel
680,Aguimes,ES,77.63,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
682,Wewak,PG,84.49,broken clouds,-3.5534,143.6268,In Wewak Boutique Hotel
683,Rolla,US,75.51,clear sky,37.9514,-91.7713,"Holiday Inn Express & Suites Rolla - Univ of Missouri S&T, an IHG Hotel"
684,Parasia,IN,75.07,overcast clouds,22.2,78.7667,Hotel Navrang
685,Poum,NC,73.53,overcast clouds,-20.2333,164.0167,Gîte kajeon
686,Zuenoula,CI,68.41,overcast clouds,7.4292,-6.0431,Hotel Prestige Zla
687,Mamallapuram,IN,82.45,moderate rain,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
688,San Jose De Guanipa,VE,73.49,overcast clouds,8.8872,-64.1651,HOTEL 283 SUITES
689,Finschhafen,PG,80.19,heavy intensity rain,-6.6024,147.8681,Cossam Guest House
691,Salo,IT,78.87,broken clouds,45.6086,10.531,Park Hotel Casimiro Village - Blu Hotels
693,Diamantino,BR,75.99,clear sky,-14.4086,-56.4461,Hotel Delta
695,Sokoni,TZ,75.51,light rain,-6.4333,39.55,Ujamaa Beach Resort
696,Am Timan,TD,72.05,broken clouds,11.0297,20.2827,Palais du chef Canton Salamt
